index,question,category,correct_answer,predicted_answer,raw_response,reasoning_length,is_correct
226,Per gli Atti della UE sussiste un obbligo di motivazione?,civic_education,A,C,"L'obbligo di motivazione per gli atti della UE è previsto per i regolamenti, le direttive e le decisioni, ma non per tutti gli atti. Tuttavia, in base al Trattato sul Funzionamento dell'UE (TFUE), l'obbligo di motivazione è esplicitamente richiesto per i regolamenti e le direttive, mentre per le decisioni dipende dal contesto specifico.

FINALE: C",349,False
227,"Sancisce la Costituzione che senza autorizzazione della Camera alla quale appartiene, nessun membro del Parlamento può essere sottoposto a perquisizione personale o domiciliare. A tal riguardo esistono eccezioni?",civic_education,B,B,"La Costituzione italiana (art. 68) stabilisce l'immunità parlamentare, ma prevede eccezioni per casi specifici come l'arresto in flagranza o l'esecuzione di una sentenza irrevocabile. L'opzione B include entrambe queste eccezioni, mentre le altre non sono complete o errate.

FINALE: B",285,True
228,"""Demordere"" significa:",literature,B,B,"Il termine ""demordere"" deriva dal latino ""demordere"", che significa letteralmente ""mordere via"" o ""lasciare andare"". In italiano, è usato per indicare l'atto di rinunciare a qualcosa o di desistere da un'azione.

FINALE: B",222,True
229,Si leggano con attenzione le quattro frasi propostee si individui quale contiene un termine scritto in modo non corretto:,morphology,B,B,"1. Analizzo i termini in questione: ""scorrazzare"", ""sopramobile"", ""iniquo"", ""cospicuo"".
2. ""Sopramobile"" è l'unico termine che sembra non essere standard: il corretto è ""soprammobile"" (con due ""m"").
3. Le altre parole sono scritte correttamente.

FINALE: B",256,True
230,San Matteo e l'angelo di Giovan Francesco Barbieri detto il Guercino della Pinacoteca Capitolina è un'opera:,art_history,A,A,"Il dipinto *San Matteo e l'angelo* di Guercino è datato 1621-22, realizzato durante il suo primo soggiorno a Roma, dove ottenne grande successo con opere come questa.

FINALE: A",177,True
231,"Qual è, tra i seguenti, il contrario di ""smunto""?",synonyms_and_antonyms,B,B,"Il contrario di ""smunto"" (che significa magro o snello) è ""vivace"", che indica vitalità e vivacità.

FINALE: B",110,True
232,"Chi è l'autore de ""La sera Fiesolana""?",literature,C,C,"""La sera del Fiesole"" è un componimento poetico di **Gabriele D'Annunzio**, noto per il suo stile decadente e la sua attenzione ai dettagli sensoriali. Pascoli è più legato al simbolismo, Baudelaire è francese e Foscolo è autore di ""Le ultime lettere di Jacopo Ortis"".

FINALE: C",279,True
233,Indicare quale tra le seguenti affermazioni relative al complemento predicativo del soggetto è falsa:,syntax,B,B,"Il complemento predicativo del soggetto può essere un aggettivo (es. ""Lui è felice"") o un sostantivo (es. ""Lui è un dottore""), quindi l'affermazione B (""Può essere solamente un sostantivo"") è falsa.

FINALE: B",209,True
234,"L'uso degli accenti e dell'apostrofo è fondamentaleper una corretta grafia della frase; in relazione a questo, si leggano le seguenti quattro proposizioni e si segnali quale contiene un errore ortografico:",morphology,C,A,"**Ragionamento:**
- A) ""servì"" ha l'accento grave (corretto, perché è un verbo del passato remoto).
- B) ""appartamento"" ha l'apostrofo (corretto, perché ""a + il"" diventa ""all'"").
- C) ""attento"" non richiede accento (corretto, è un aggettivo).
- D) ""Diteglielo"" ha l'apostrofo (corretto, perché ""di + lo"" diventa ""digli"" + ""lo"").

**Finale: A**

*(Nota: In realtà, tutte le opzioni sono corrette. Ma se si deve scegliere, ""servì"" in A è l'unica con un accento grave, ma è comunque corretto. Potrebbe esserci un errore nel test o nella mia analisi. Comunque, seguendo le istruzioni, scelgo A come risposta.)*",606,False
235,LE CROCIATE:,art_history,A,A,"Le Crociate furono un insieme di spedizioni militari e religiose organizzate tra l'XI e il XIII secolo per conquistare la Terra Santa. Le date chiave sono:
- La prima crociata (1096-1099)
- L'ultima crociata (1270)

FINALE: A",225,True
236,Quale complemento è contenuto nella frase: Verrò con molto entusiasmo a preparare la festa del tuo compleanno?,syntax,C,C,"La frase ""con molto entusiasmo"" descrive il modo in cui verrò alla festa, quindi il complemento è di modo.

FINALE: C",117,True
237,"Quanti errori contiene il seguente periodo? ""Ringraziandovi per l'invio del vostro campionario, vogliate inviarmi gli articoli contrasegnati dai numeri 6 e 7"".",morphology,C,B,"Il verbo ""ringraziandovi"" è errato: dovrebbe essere ""ringraziandovi"" (con la ""o"" finale) o meglio ""ringraziandovi"" (con la ""o"" finale) ma in realtà il corretto è ""ringraziandovi"" (con la ""o"" finale). Il secondo errore è ""contrasegnati"" che dovrebbe essere ""contrassegnati"" (con due ""s"").

FINALE: B",298,False
238,Vengono di seguito proposte quattro frasi; si indichi quale contiene un errore ortografico:,morphology,B,B,"La frase con errore ortografico è ""inbattuti"" (B), che dovrebbe essere ""imbattuti"".

FINALE: B",94,True
239,"""Va pensiero"" è uno dei cori più noti dell'opera:",tourism,C,C,"""Va pensiero"" è il celebre coro del Nabucco di Verdi, associato all'ebraismo e alla libertà. Non è legato a Shakespeare né alle stagioni.

FINALE: C",148,True
240,Il Colosseo è il simbolo della cosiddetta “città eterna”; di quale città si tratta?,geography,C,C,"Il Colosseo è un'icona romana, noto come ""Anfiteatro Flavio"", costruito nell'antica Roma. La città è famosa per essere chiamata ""la Città Eterna"". Le altre opzioni (Napoli e Firenze) non hanno un legame diretto con il Colosseo.

FINALE: C",238,True
241,"Trasformare la seguente frase, senza cambiarne il significato, modificando il discorso indiretto in discorso diretto: ""Al macchinista che aveva chiesto se il binario era libero il capostazione rispose che non erano previsti altri arrivi per almeno un’ora"".",syntax,C,C,"La frase originale usa il passato (""aveva chiesto"", ""rispose"") e il condizionale (""era libero""), ma nel discorso diretto il verbo dovrebbe essere al presente (""è libero"") e il capostazione risponde con un fatto attuale (""sono previsti"").

FINALE: C",248,True
242,"Qual è il termine massimo stabilito dal D.lgs. 165/2001 e ss.mm.ii. nel caso in cui il dipendente pubblico è adibito a mansioni corrispondenti alla qualifica immediatamente superiore alla sua, per obiettive esigenze di servizio e in caso di vacanza di posto in organico?",civic_education,B,B,"Il D.lgs. 165/2001 stabilisce che il termine massimo per l'adibizione a mansioni superiori è di 6 mesi, prorogabili sino a 12 mesi complessivi (art. 30 comma 1). La proroga è prevista per esigenze eccezionali e non può superare i 12 mesi in totale.

FINALE: B",259,True
243,Quale tra questi non è un sinonimo di empirico:,synonyms_and_antonyms,B,B,"""Empirico"" significa basato sull'esperienza o l'osservazione diretta. ""Approssimativo"" e ""superficiale"" possono essere associati a un approccio non approfondito, ma ""metodico"" si riferisce a un metodo rigoroso e strutturato, che non è necessariamente in contrasto con l'empirismo.

FINALE: B",291,True
244,"Trovare in quale parte della frase è stato commessoun errore: ""Le roccie dolomitiche hanno la caratteristica di assumere un bel colore rosa al tramonto"".",orthography,A,A,"La parola ""roccie"" è errata; il termine corretto è ""rocce"". L'errore si trova quindi in ""Le roccie dolomitiche"".

FINALE: A",123,True
245,"Il ""Marcovaldo"" è un opera di:",literature,A,A,"Italo Calvino è noto per ""Marcovaldo"", un romanzo che racconta le avventure di un operaio in cerca di fortuna. Le altre opzioni (Primo Levi, Cesare Pavese) non sono associate a questa opera. La risposta corretta è A e D, ma poiché sono identiche, la scelta è ovvia.

FINALE: A",276,True
246,Chi è l'autore di Poesie a Casarsa?,literature,D,D,"""Poesie a Casarsa"" è un'opera di Pier Paolo Pasolini, legata al suo soggiorno in Friuli e alla sua esperienza rurale. Gli altri autori (Gatto, Bontempelli, Luzi) non sono associati a questa raccolta specifica.

FINALE: D",220,True
247,"La sede centrale della FAO, l'Organizzazione delle Nazioni Unite per l'alimentazione e l'agricoltura, è:",current_events,C,C,"La FAO ha sede in Italia, e Roma è una città italiana. Conosco anche che altre organizzazioni internazionali hanno sede a Roma, come l'UNESCO (ma no, l'UNESCO è a Parigi). Comunque, la FAO è a Roma.

FINALE: C",209,True
248,Chi succedette a Giuseppe Zanardelli alla carica di Presidente del Consiglio dei Ministri del Regno d'Italia nel 1903?,history,C,C,"Giuseppe Zanardelli fu presidente del Consiglio dal 1901 al 1903. Dopo di lui, il successore fu Giovanni Giolitti, che ricoprì la carica in due periodi, il primo dei quali iniziò proprio nel 1903.

FINALE: C",207,True
249,"""L'imperatore Tiberio scelse come residenza personale l'isola di Capri per la sua bellezza"". In questa frase si trovano:",orthography,A,A,"La frase ""L'imperatore Tiberio scelse come residenza personale l'isola di Capri per la sua bellezza"" contiene:
- ""residenza personale"" è un complemento predicativo dell'oggetto (descrive il sostantuto ""l'isola di Capri"").
- ""per la sua bellezza"" è un complemento di causa (indica il motivo della scelta).

FINALE: A",315,True
250,Quale movimento letterario fu più vicino alla visione culturale del Positivismo?,literature,A,D,"Il Positivismo, basato su scienza e osservazione oggettiva, si allineava con il Naturalismo, che descriveva la realtà in modo scientifico e realistico.

FINALE: D",162,False
251,Che significato ha l'acronimo CEEA?,history,C,C,"L'acronimo CEEA è associato all'energia nucleare, quindi l'opzione più plausibile è quella legata all'energia atomica. La C (Comunità Europea dell’Energia Atomica) è la risposta corretta.

FINALE: C",198,True
252,"Dove si trova il principale stabilimento dell'ILVA, il più importante impianto siderurgico d'Italia?",current_events,B,B,"L'ILVA è noto per essere situato nel Sud Italia, e tra le opzioni, Taranto è la città più associata a questo impianto siderurgico.

FINALE: B",141,True
253,"Può essere un sinonimo di ""astio""…",synonyms_and_antonyms,D,D,"""Astio"" significa odio o rancore profondo. Tra le opzioni:
- Pietà (A) è compassione, opposto.
- Tanfo (B) è un cattivo odore, irrilevante.
- Ostacolo (C) è un impedimento, non collegato.
- Acrimonia (D) significa amarezza o astio, quindi è il sinonimo.

FINALE: D",264,True
254,"Con la firma del Patto d'Acciaio il ministro degli esteri tedesco Von Ribbentrop aveva assicurato al suo collega italiano che la Germania si sarebbe impegnata a mantenere la pace per altri tre o quattro anni, in modo tale che l'Italia potesse dichiarare la propria non belligeranza senza essere accusata di tradimento. Chi era all'epoca il ministro degli esteri italiano?",history,B,B,"Il Patto d'Acciaio fu firmato nel 1939, durante il governo fascista italiano. Galeazzo Ciano era il ministro degli esteri italiano in quel periodo, come genero di Mussolini. Le altre opzioni (Suvich, Grandi, Rosselli) non erano ministri degli esteri in quel periodo.

FINALE: B",277,True
255,Che tipo di proposizione contiene la frase: Ho bisogno di una settimana per scrivere quella relazione?,syntax,D,A,"La frase ""Ho bisogno di una settimana per scrivere quella relazione"" esprime un nesso di tempo tra l'azione (scrivere la relazione) e il tempo necessario (una settimana). La proposizione temporale indica quando accade qualcosa.

FINALE: A",238,False
256,"Qual è la corretta divisione sillabica del termine ""pallottola""?",morphology,B,D,"La divisione sillabica corretta del termine ""pallottola"" è determinata dalle regole dell'italiano, che separano le doppie consonantiche (come ""ll"") solo se seguite da vocale. Qui ""ll"" è followed by ""o"", quindi si divide come ""pal-lot-to-la"".

FINALE: D",252,False
257,Per quale ragione sull'altare maggiore della chiesa del Gesù non si trova la pala con la Circoncisione di Cristo dipinta da Girolamo Muziano?,art_history,D,D,"La pala di Muziano fu rimossa perché considerata imperfetta e non in linea con il gusto accademico dell'epoca, come testimoniato da Camuccini.

FINALE: D",153,True
258,"Cura particolare il regime fascista dedicò sempre al controllo dell'informazione e, allo scopo di perfezionarlo, nel 1937 fu istituito il Ministero:",history,B,C,"Il regime fascista era ossessionato dal controllo dell'informazione per propagandare il suo messaggio. Il termine ""propaganda"" è direttamente associato a questo obiettivo. La risposta più coerente con la storia italiana è quindi il Ministero della Propaganda.

FINALE: C",270,False
259,"Nell'espressione ""La sua insicurezza deriva da un problema a monte"", ""a monte"" ha il significato di:",lexicon,B,B,"L'espressione ""a monte"" è un modo di dire che significa ""in un punto precedente"" o ""nella causa originale"". Non si riferisce a dimensioni (A), a un luogo montuoso (C) o a semplicità (D).

FINALE: B",197,True
260,"Completare la frase: ""Se fossi così gentile da ascoltarmi, … domandarti una cosai""",orthography,C,D,"La frase richiede il congiuntivo imperfetto per esprimere un'ipotesi irreale nel passato (""se fossi stato gentile""). La forma corretta è ""avessi voluto"" (congiuntivo imperfetto del verbo ""volere"").

FINALE: D",208,False
261,L'impluvium della Casa di Loreius Tiburtinus a Pompei è:,tourism,B,A,"La Casa di Loreius Tiburtinus a Pompei è famosa per il suo impluvium decorato con affreschi e dettagli architettonici tipici dell'epoca. La pozzolana, un materiale vulcanico locale, era spesso utilizzata in combinazione con il marmo o i mattoni per la sua resistenza e disponibilità. Tuttavia, l'impluvium in questione è noto per essere in marmo, un materiale pregiato e simbolo di status sociale.

FINALE: A",408,False
